name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre,genre_val
Niebla Hirviendo,116000,False,11,Ruido Blanco Hart;Música de concentración profunda;Waves for Sleep,Chispa Encendida: Flujo De Antorchas,0.249,0.995,1,-21.726,True,0.0722,0.178,0.819,0.397,0.00984,110.245,4.0,211.0,51.0,2.36741214057508,mandopop,16
Death Blooms,291933,True,56,Mudvayne,L.D. 50,0.275,0.974,6,-4.624,False,0.192,0.000355,0.0024,0.158,0.237,174.095,4.0,744.0,185.0,1.1709531013615733,industrial,12
Shake That! - Remastered,196933,False,9,Scooter,Mind the Gap (20 Years of Hardcore - Expanded Edition) [Remastered],0.543,0.967,10,-5.142,True,0.0751,0.000286,0.0755,0.363,0.605,130.049,4.0,420.0,105.0,0.7573891625615764,happy,9
Like a Child,246596,False,24,Sarah Téibo;Jason Nicholson-Porter;Tehillah Daniels,Keep Walking,0.631,0.703,9,-6.242,False,0.226,0.0209,0.0,0.267,0.611,90.066,4.0,366.0,92.0,1.343558282208589,afrobeat,1
Titties and Beer,338879,False,5,dj funk,Work Dat Body,0.771,0.959,8,-4.775,True,0.0522,5.15e-06,0.907,0.0576,0.43,143.019,4.0,802.0,200.0,2.7259036144578315,chicago-house,6
make it right,164337,False,44,forever grown,marmalade sunset,0.704,0.329,0,-15.407,True,0.0636,0.4,0.828,0.124,0.597,84.002,4.0,229.0,57.0,3.349056603773585,study,19
India,535370,False,40,EarthLife,India,0.788,0.56,9,-11.316,False,0.0564,0.31,0.926,0.0959,0.102,124.999,4.0,1103.0,279.0,1.343558282208589,techno,20
Carnaval,350906,False,19,Manu Dibango;Cuarteto Patria,Cubafrica,0.44,0.739,8,-4.719,True,0.0327,0.294,0.0028,0.05,0.927,101.033,4.0,583.0,146.0,2.7259036144578315,afrobeat,1
Pino Pomo,308253,False,0,Plaid,Rest Proof Clockwork,0.691,0.675,5,-12.389,False,0.0308,0.103,0.937,0.514,0.694,126.075,4.0,642.0,160.0,1.2793053545586106,idm,10
Jesus É o Caminho,268561,False,46,Heloisa Rosa,Liberta-Me,0.481,0.409,5,-7.973,True,0.0278,0.0578,0.00238,0.233,0.294,136.008,4.0,596.0,148.0,1.2793053545586106,brazil,4
Feed The Addiction,278280,False,48,ILS,Bohemia,0.583,0.893,1,-6.514,True,0.0438,0.000178,0.748,0.589,0.212,134.888,4.0,616.0,153.0,2.36741214057508,breakbeat,5
Rivethead - 2021 Remaster,232792,False,14,Chemlab,Burn Out At The Hydrogen Bar (2021 Remaster),0.494,0.968,4,-6.507,True,0.044,4.74e-06,0.266,0.108,0.524,145.019,4.0,554.0,138.0,0.916010498687664,industrial,12
Nothing to Hide,214634,False,41,Cosmic Gate;Diana Miro,Nothing to Hide,0.557,0.723,9,-5.638,False,0.0501,0.00557,0.00133,0.151,0.158,122.998,4.0,435.0,109.0,1.343558282208589,techno,20
Cool Water - Mixed,271059,False,12,Ron Trent;Ivan Conti;Lars Bartkuhn,What Do the Stars Say to You (François Kevorkian Continuous Mix),0.571,0.797,0,-7.258,False,0.0446,0.139,0.713,0.258,0.71,170.012,4.0,767.0,192.0,3.349056603773585,chicago-house,6
Painting My Thoughts,149831,False,34,Obie Hans,Painting My Thoughts,0.745,0.383,9,-17.446,True,0.0614,0.7,0.954,0.108,0.157,80.005,4.0,192.0,47.0,1.343558282208589,study,19
Rutka,321173,False,6,Brothomstates,Brothomstates EP,0.698,0.726,1,-15.519,True,0.0462,0.0177,0.855,0.0861,0.368,121.563,4.0,681.0,171.0,2.36741214057508,idm,10
Leichtigkeit - Party Remix,203214,False,20,Ingo ohne Flamingo,Leichtigkeit (Party Remix),0.338,0.96,10,-2.706,True,0.158,0.159,0.0,0.307,0.62,132.039,4.0,444.0,111.0,0.7573891625615764,happy,9
Ranchinho (Casa Mais Eu?),176537,False,41,Edyr Vaqueiro,Ranchinho (Casa Mais Eu?),0.506,0.897,2,-3.523,True,0.043,0.477,0.0,0.36,0.891,168.112,4.0,488.0,119.0,3.70048309178744,forro,8
Ilahi,228982,False,71,Pritam;Arijit Singh,Yeh Jawaani Hai Deewani,0.593,0.967,9,-5.767,True,0.0907,0.166,2.54e-05,0.105,0.452,131.988,4.0,496.0,124.0,1.343558282208589,indian,11
Somewhere Over the Rainbow,260066,False,35,Tommy Emmanuel,Endless Road,0.377,0.185,9,-19.942,True,0.0355,0.943,0.768,0.0961,0.105,117.955,4.0,493.0,123.0,1.343558282208589,bluegrass,3
205,244840,True,30,Isusko,Diablo,0.6,0.655,5,-5.943,True,0.153,0.00847,0.129,0.209,0.374,88.01,4.0,354.0,88.0,1.2793053545586106,spanish,18
A short break,122857,False,38,Sail & Weep,A short break,0.693,0.291,9,-9.735,False,0.115,0.819,0.965,0.0929,0.213,79.98,4.0,161.0,40.0,1.343558282208589,study,19
Evacuate The Dancefloor,207200,False,62,Cascada,Evacuate The Dancefloor,0.762,0.702,0,-5.87,True,0.0432,0.0167,0.0,0.314,0.898,127.029,4.0,432.0,109.0,3.349056603773585,techno,20
The Celebrity,236853,False,9,Ceephax Acid Crew,United Acid Emirates,0.746,0.685,9,-7.728,True,0.0472,0.000159,0.687,0.11,0.82,124.883,4.0,485.0,121.0,1.343558282208589,idm,10
Got My Mind Made Up,294445,False,17,Lenzman,Golden Age,0.692,0.843,2,-6.031,True,0.0967,0.000138,0.801,0.12,0.159,172.075,4.0,839.0,209.0,3.70048309178744,industrial,12
Natsuiro Flower,289893,False,22,Kyary Pamyu Pamyu,Candy Racer,0.666,0.887,0,-3.318,True,0.0326,0.154,0.385,0.0302,0.971,131.986,4.0,628.0,158.0,3.349056603773585,j-idol,15
In Your Arms (with X Ambassadors),220730,False,63,ILLENIUM;X Ambassadors,ASCEND,0.404,0.806,2,-4.75,True,0.0496,0.198,0.0,0.114,0.112,148.036,4.0,544.0,135.0,3.70048309178744,chicago-house,6
Mørket Sin Fyrste,447059,False,19,Windir,Soknardalr,0.302,0.941,9,-8.74,False,0.0705,0.000533,0.932,0.11,0.0975,140.039,4.0,1031.0,257.0,1.343558282208589,black-metal,2
Aprendendo a Sobreviver,212826,False,22,Criolo,Sobre Viver,0.817,0.619,5,-6.922,False,0.0542,0.263,0.00317,0.0889,0.614,103.041,4.0,357.0,89.0,1.2793053545586106,afrobeat,1
天空沒有極限,279704,False,59,G.E.M.,啓示錄,0.539,0.742,11,-4.415,True,0.0393,0.188,0.000176,0.131,0.182,133.886,4.0,615.0,154.0,0.7481162540365985,mandopop,16
Deconstructing Gods,285320,False,20,Blaqk Audio,Bright Black Heaven,0.533,0.922,9,-4.183,True,0.105,0.227,0.0,0.535,0.372,140.036,4.0,660.0,165.0,1.343558282208589,industrial,12
Androgenous,311853,False,14,Kenny Larkin,"Keys, Strings, Tambourines",0.817,0.829,0,-10.254,True,0.0566,0.00536,0.89,0.0849,0.429,124.008,4.0,639.0,159.0,3.349056603773585,chicago-house,6
Always Will,85920,False,23,Steve Martin;Steep Canyon Rangers,“The Long-Awaited Album”,0.45,0.186,0,-14.866,True,0.0393,0.932,0.85,0.12,0.886,95.845,4.0,131.0,32.0,3.349056603773585,bluegrass,3
What $ Love - Supernova Remix,453532,False,6,Romanthony;Supernova,What $ Love (2014 Remixes) [What Price Love],0.796,0.608,1,-10.196,True,0.0573,0.232,0.893,0.0963,0.307,123.004,4.0,865.0,218.0,2.36741214057508,chicago-house,6
妳聽得到,230480,False,52,Jay Chou,葉惠美,0.718,0.368,10,-9.395,True,0.0298,0.409,0.00168,0.111,0.224,115.993,4.0,437.0,109.0,0.7573891625615764,mandopop,16
Cursed Be Thy Kingdom,176746,False,16,Bewitcher,Cursed Be Thy Kingdom,0.295,0.953,4,-5.58,True,0.0814,2.72e-06,0.000332,0.142,0.645,141.102,4.0,408.0,101.0,0.916010498687664,black-metal,2
Mel - Ao Vivo,243043,False,41,Desejo De Menina,"Ao Vivo em Petrolina, Vol. 1",0.552,0.833,10,-2.796,True,0.0308,0.496,0.0,0.496,0.609,99.633,4.0,403.0,100.0,0.7573891625615764,forro,8
Wolves & Angels - Senses Of Mind Remix,408962,False,28,GNTN;Senses Of Mind,Wolves & Angels,0.797,0.824,8,-10.225,True,0.043,0.0228,0.91,0.0609,0.0373,123.993,4.0,829.0,208.0,2.7259036144578315,techno,20
Dilúvio de Solidão,158040,False,11,Criolo,Espiral de Ilusão - Deluxe Edition,0.73,0.646,9,-6.751,True,0.0345,0.669,0.00171,0.0866,0.938,98.012,4.0,254.0,64.0,1.343558282208589,afrobeat,1
Durante,197506,False,26,Jorge Drexler,Sea,0.608,0.706,1,-10.1,True,0.138,0.00226,0.000728,0.329,0.504,177.914,4.0,575.0,143.0,2.36741214057508,afrobeat,1
Dembow,207214,True,0,Dvice;La Fortaleza Real;Juanka;Jehza,Dembow,0.673,0.764,10,-5.649,True,0.0558,0.0353,0.000557,0.12,0.695,170.018,4.0,580.0,146.0,0.7573891625615764,spanish,18
"Aruva Meesai (From ""Dhol"")",284773,False,51,Manikka Vinayagam;Vithu Prabakar,Manikkavinayagam - Playback Singer,0.756,0.896,5,-6.838,True,0.125,0.271,3.28e-06,0.037,0.921,147.87,4.0,694.0,173.0,1.2793053545586106,indian,11
The Death & Resurrection Show,415160,False,48,Killing Joke,Killing Joke,0.567,0.938,7,-6.28,True,0.0874,0.00157,0.00729,0.124,0.345,100.016,4.0,690.0,172.0,4.067085953878407,industrial,12
Sho Wasn't Me,431306,False,29,Ronnie Lovejoy,Nobody's Fault by Mine,0.743,0.5,4,-8.118,False,0.033,0.271,1.6e-05,0.0902,0.666,153.71,4.0,1095.0,274.0,0.916010498687664,bluegrass,3
Just Maintaining,135400,False,16,"Sarah, the Illstrumentalist",Happy To See You,0.708,0.392,10,-9.276,True,0.118,0.72,0.88,0.122,0.64,87.03,4.0,192.0,48.0,0.7573891625615764,study,19
Janaína,218613,False,51,Biquini Cavadão,1985/2007 Sucessos Regravados (Vol. 2),0.578,0.88,9,-5.113,True,0.0496,0.108,2.9e-06,0.114,0.719,175.983,4.0,626.0,155.0,1.343558282208589,brazil,4
Familienzusammenhalt,75160,False,19,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.576,0.248,2,-19.584,False,0.0383,0.778,0.912,0.12,0.0383,119.092,3.0,141.0,46.0,3.70048309178744,disney,7
1 Gabber Family,189600,False,16,Rob Gee,1 Gabber Family,0.785,0.977,7,-2.325,True,0.266,0.0422,1.56e-06,0.437,0.475,100.054,4.0,315.0,78.0,4.067085953878407,happy,9
Devon - Oliver Huntemann Remix,398268,False,47,Oliver Schories;Oliver Huntemann,Devon (Oliver Huntemann Remix),0.8,0.777,5,-6.526,True,0.0405,0.00278,0.892,0.0831,0.249,127.008,4.0,834.0,208.0,1.2793053545586106,techno,20
No Diggity,304600,False,80,Blackstreet;Dr. Dre;Queen Pen,Another Level,0.867,0.646,1,-4.674,False,0.288,0.303,0.0,0.279,0.67,88.634,4.0,450.0,112.0,2.36741214057508,j-dance,14
Meereswellen,186000,False,35,Meeresrauschen;Naturgeräusche für Entspannung und Erholung;Naturgeräusche,Wellenrauschen,0.169,0.848,10,-25.313,False,0.0882,0.908,0.877,0.173,0.000322,121.866,5.0,307.0,76.0,0.7573891625615764,sleep,17
Crowhop,247346,False,1,The Travelin' McCourys,The Travelin' Mccourys,0.495,0.73,7,-8.589,True,0.0326,0.785,0.935,0.114,0.915,126.277,4.0,510.0,127.0,4.067085953878407,bluegrass,3
愛なんていらない,242346,False,25,Sayaka Yamamoto,愛なんていらない,0.525,0.715,0,-4.036,True,0.0311,0.177,0.0,0.127,0.477,80.936,4.0,316.0,77.0,3.349056603773585,j-idol,15
No Meio de uma Sessão,214119,False,48,ConeCrewDiretoria,Bonde da Madrugada pt. 1,0.705,0.727,5,-4.35,False,0.0657,0.291,0.0,0.343,0.345,89.972,4.0,319.0,78.0,1.2793053545586106,brazil,4
A Burden,109293,False,0,Portrayal of Guilt,Let Pain Be Your Guide,0.227,0.991,1,-4.537,True,0.154,2.3e-05,0.00458,0.058,0.117,91.042,4.0,164.0,40.0,2.36741214057508,black-metal,2
Pulses of Information,246853,False,42,Rival Consoles,Overflow,0.405,0.796,7,-14.572,True,0.0399,0.22,0.803,0.091,0.0384,140.114,4.0,564.0,141.0,4.067085953878407,idm,10
Mal Acostumbrados,208173,False,30,Porta,Algo Ha Cambiado,0.767,0.915,10,-3.734,False,0.306,0.104,0.0,0.0606,0.897,93.984,4.0,324.0,83.0,0.7573891625615764,spanish,18
Linhas Tortas,344103,False,45,Gabriel O Pensador,Sem Crise,0.747,0.838,4,-4.471,False,0.235,0.701,0.0,0.0997,0.675,100.007,4.0,572.0,145.0,0.916010498687664,brazil,4
Aquece no Cacete,141672,False,38,Biu do Piseiro,O Véi Chegou!!,0.767,0.929,11,-3.275,True,0.0656,0.133,1.7e-06,0.0963,0.887,172.977,4.0,408.0,101.0,0.7481162540365985,forro,8
The Question Is What Is the Question? - Remastered,226386,False,10,Scooter,Jumping All over the World (20 Years of Hardcore Expanded Edition) [Remastered],0.582,0.973,7,-3.916,True,0.0405,0.0114,0.184,0.278,0.911,142.041,4.0,530.0,132.0,4.067085953878407,happy,9
Burning Heaven,262000,False,0,Integral Rigor,No More Room in Hell,0.468,0.804,10,-7.523,True,0.0568,4.97e-06,0.823,0.0927,0.0983,119.906,4.0,514.0,128.0,0.7573891625615764,iranian,13
Arkenstone - Edit,405374,False,0,Cosmic Boys,Techno Top 50: Edition 2022,0.758,0.926,0,-4.059,True,0.0757,0.000323,0.885,0.0662,0.101,130.004,4.0,864.0,217.0,3.349056603773585,techno,20
Matter of Time,226026,True,29,HELLYEAH,HELLYEAH,0.434,0.984,10,-2.151,True,0.104,0.000553,1.44e-06,0.14,0.324,102.278,4.0,383.0,95.0,0.7573891625615764,industrial,12
Give It All To Me,214226,True,57,Mavado;Nicki Minaj,Give It All To Me,0.477,0.707,7,-5.567,True,0.342,0.0158,0.0,0.129,0.415,97.143,4.0,276.0,70.0,4.067085953878407,j-dance,14
夢へのルート(Team 8),240426,False,22,AKB48,翼はいらない<Type C>(通常盤),0.437,0.958,0,-2.781,False,0.0743,0.464,1.99e-06,0.214,0.522,152.038,4.0,595.0,149.0,3.349056603773585,j-idol,15
Paseo,216440,False,62,Estopa,Voces de Ultrarumba,0.726,0.55,0,-9.676,True,0.0445,0.432,0.0,0.155,0.84,102.021,4.0,362.0,90.0,3.349056603773585,spanish,18
Warmth,155395,False,18,Cameron's Bedtime Classics,Piano Lullabies,0.671,0.0934,10,-18.007,True,0.0365,0.978,0.941,0.0843,0.508,99.907,4.0,251.0,61.0,0.7573891625615764,disney,7
Tukur Tukur,247458,False,56,Pritam;Arijit Singh;Neha Kakkar;Kanika Kapoor;Siddharth Mahadevan;Nakash Aziz,Dilwale (Original Motion Picture Soundtrack),0.8,0.921,1,-3.7,True,0.0846,0.0841,1.82e-05,0.189,0.826,137.989,4.0,567.0,143.0,2.36741214057508,indian,11
De muziek gaat altijd door,189789,False,22,Ernst Daniël Smid;Rob De Nijs;Parkinson NL;Coosje Smid;Berget Lewis;Jim Bakkum;Anita Meyer,De muziek gaat altijd door,0.476,0.241,4,-12.408,True,0.0372,0.888,0.0,0.129,0.468,137.994,4.0,429.0,108.0,0.916010498687664,disney,7
Broken - Album Edit,227761,False,18,Evil Activities;Endymion;E-Life,Extreme Audio,0.382,0.907,4,-5.322,True,0.16,0.0652,7.01e-06,0.115,0.216,167.005,4.0,634.0,158.0,0.916010498687664,happy,9
Target,162863,True,22,Tommy Lee Sparta,Target,0.739,0.878,0,-3.808,False,0.0694,0.29,0.0,0.316,0.665,112.041,4.0,298.0,74.0,3.349056603773585,j-dance,14
4Gee$,266181,True,6,Krafty Kuts,4Gee$,0.808,0.973,8,-2.965,False,0.326,0.0794,0.043,0.383,0.68,110.097,4.0,478.0,119.0,2.7259036144578315,breakbeat,5
Mauja Hi Mauja,245099,False,66,Pritam;Mika Singh,Jab We Met,0.738,0.873,2,-5.659,True,0.107,0.075,0.0294,0.225,0.484,104.982,4.0,425.0,105.0,3.70048309178744,indian,11
Sunny Side Of The Mountain,144000,False,28,The Osborne Brothers,Bluegrass Collection,0.666,0.47,11,-10.496,True,0.0301,0.401,4.65e-05,0.256,0.93,109.734,4.0,249.0,62.0,0.7481162540365985,bluegrass,3
End It,97685,False,30,End It,End It,0.208,0.917,6,-5.217,True,0.0827,5.09e-05,0.37,0.179,0.391,169.884,4.0,276.0,69.0,1.1709531013615733,black-metal,2
Electronic Battle Weapon 10,493179,False,2,The Chemical Brothers,Brotherhood (Deluxe),0.521,0.923,0,-4.869,True,0.0451,0.000354,0.743,0.129,0.774,131.957,4.0,1071.0,270.0,3.349056603773585,breakbeat,5
Someone To Forget,167294,False,17,Jakka-B;Tatsunoshin,Someone To Forget,0.476,0.838,0,-4.643,True,0.0701,0.0665,0.0,0.432,0.324,170.054,4.0,459.0,115.0,3.349056603773585,happy,9
Velhas Fotos,223840,False,44,Tequila Baby,"Sangue, Ouro e Pólvora",0.603,0.817,7,-7.059,True,0.0299,1.52e-05,0.0115,0.107,0.795,125.033,4.0,462.0,115.0,4.067085953878407,brazil,4
Ni Jana,205714,False,49,Jasleen Royal;TM Bax;Radhika Madan,Ni Jana,0.758,0.483,8,-5.549,False,0.0712,0.563,2.28e-06,0.139,0.502,104.893,4.0,353.0,90.0,2.7259036144578315,indian,11
君とどこかへ行きたい - みずほ選抜,307853,False,16,HKT48,君とどこかへ行きたい,0.493,0.904,6,-2.554,True,0.0409,0.0956,0.0,0.0638,0.479,93.004,4.0,464.0,116.0,1.1709531013615733,j-idol,15
Pickaway,142466,False,16,Mike Auldridge,Dobro / Blues And Bluegrass,0.34,0.642,7,-9.566,True,0.0317,0.0566,0.938,0.194,0.968,152.092,4.0,350.0,87.0,4.067085953878407,bluegrass,3
YOU,235840,False,21,DJ Greg C,Dj Greg C Album,0.851,0.966,1,-2.079,True,0.257,0.000338,0.876,0.687,0.147,139.955,4.0,544.0,136.0,2.36741214057508,j-dance,14
Petróleo Do Futuro,182933,False,41,Legião Urbana,Legião Urbana,0.224,0.802,7,-10.58,True,0.102,0.00831,0.00217,0.228,0.338,202.869,4.0,598.0,149.0,4.067085953878407,brazil,4
One More For the Ditch,186146,False,20,Mountain Sprout,One More For The Ditch,0.582,0.829,9,-4.008,True,0.0375,0.393,0.0,0.101,0.962,116.255,4.0,343.0,85.0,1.343558282208589,bluegrass,3
Nookie,289560,True,72,Limp Bizkit,Significant Other,0.573,0.929,11,-5.996,True,0.082,0.00218,0.0723,0.718,0.284,97.57,4.0,469.0,116.0,0.7481162540365985,black-metal,2
Fan Foar Nei Achter,120427,False,24,De Doelleazen,Wy Jouwe Gas,0.596,0.971,0,-3.944,True,0.134,0.154,0.0,0.769,0.372,154.953,4.0,310.0,76.0,3.349056603773585,happy,9
I Get Lifted 2,285160,False,6,Paul Johnson,The Scene,0.777,0.86,4,-10.591,False,0.191,0.000236,0.876,0.126,0.443,127.445,4.0,600.0,149.0,0.916010498687664,chicago-house,6
Turn Up The Bass - Julian Jumpin Perez Jumpin Mix,285820,False,11,Tyree Cooper,Turn Up The Bass,0.781,0.905,8,-6.901,True,0.104,0.00149,2.86e-05,0.128,0.647,123.602,4.0,585.0,147.0,2.7259036144578315,chicago-house,6
Cut The Midrange (Drop The Bass),186947,False,15,Paul Elstak,Hardcore Sampler Vol. 1,0.639,0.997,2,-0.15,True,0.107,0.0563,6.18e-05,0.135,0.282,95.003,4.0,282.0,70.0,3.70048309178744,happy,9
"Krummes Sang (Fra filmen ""Krummerne"")",181520,False,29,Laus Høybye,"Børnehits 1 - TV, Film & Radio Hits",0.836,0.691,4,-4.169,True,0.0298,0.279,0.0,0.334,0.928,114.74,4.0,342.0,85.0,0.916010498687664,disney,7
Eat What You Kill,315789,True,29,Confess,Eat What You Kill,0.419,0.95,3,-4.41,False,0.0847,0.000853,0.679,0.112,0.105,95.065,4.0,495.0,124.0,1.7389162561576357,iranian,13
Black Woman Experience - Mixed,170493,False,20,Geraldo Pino;The Heartbeats,DJ-Kicks (Motor City Drum Ensemble) [DJ Mix],0.719,0.736,9,-12.658,False,0.0506,0.447,0.933,0.121,0.372,123.326,4.0,350.0,87.0,1.343558282208589,afrobeat,1
Into the Fire,158779,False,31,Yonder Mountain String Band,Get Yourself Outside,0.614,0.53,7,-9.098,True,0.0265,0.507,3.21e-05,0.125,0.734,144.986,4.0,367.0,90.0,4.067085953878407,bluegrass,3
Resolve,442827,False,44,Colyn,Resolve,0.781,0.555,6,-10.598,False,0.0464,0.0149,0.943,0.0921,0.175,123.015,4.0,901.0,228.0,1.1709531013615733,techno,20
Waves Rushing Upon the Sandy Sea Beach,92199,False,39,Natural Sounds;Natural White Noise for Babies;Nature Sound Collection;Sea Nature Players;Seashore Waves,"Waves of the Sea, Ocean and Lakes",0.134,0.997,8,-12.494,True,0.0642,0.328,0.999,0.506,1e-05,84.261,3.0,131.0,42.0,2.7259036144578315,sleep,17
Amada Minha,162533,False,39,Edy e Nathan,"Vaquejada, Forró e Paredão Pt. 2",0.713,0.905,3,-3.076,False,0.0392,0.469,2.74e-06,0.129,0.917,146.969,4.0,394.0,97.0,1.7389162561576357,forro,8
ボーイの季節(SEIKO STORY〜80's HITS COLLECTION〜),276213,False,17,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,0.549,0.449,4,-8.832,True,0.0255,0.719,3.06e-06,0.183,0.378,100.47,4.0,449.0,112.0,0.916010498687664,j-idol,15
Pensamento (Acústico),192440,False,50,Cidade Negra,Sobre Todas As Forças,0.673,0.693,7,-11.27,True,0.0557,0.0996,3.17e-05,0.0427,0.965,172.055,4.0,547.0,136.0,4.067085953878407,brazil,4
Obsidian Spires,302053,False,3,De Profundis,The Blinding Light of Faith,0.279,0.953,7,-6.137,True,0.103,0.000273,0.00473,0.174,0.246,200.661,4.0,1004.0,254.0,4.067085953878407,black-metal,2
You Saved My Soul,229320,False,24,Bryan & Katie Torwalt,Here On Earth,0.373,0.37,2,-12.215,True,0.0276,0.234,0.0294,0.106,0.149,77.853,4.0,287.0,71.0,3.70048309178744,iranian,13
Cool for the Summer - Sped Up (Nightcore),191912,True,0,Demi Lovato;Speed Radio,Best Viral Tunes,0.561,0.599,2,-8.209,False,0.0749,0.00751,0.000701,0.316,0.264,125.874,4.0,402.0,100.0,3.70048309178744,breakbeat,5
Aaj Din Chadheya - Lofi,298912,False,53,Dr LoFi,Aaj Din Chadheya (Lofi),0.427,0.504,8,-10.458,True,0.0628,0.537,0.0192,0.371,0.107,73.522,4.0,356.0,90.0,2.7259036144578315,indian,11
Tere Janey Ke Baad,234000,False,47,Dream Note,Tere Janey Ke Baad,0.614,0.278,2,-14.636,True,0.0319,0.897,1.99e-06,0.0722,0.316,60.048,4.0,228.0,57.0,3.70048309178744,indian,11
Ruffneck 09,430222,False,21,Ctrl-Z;Freestylers;Navigator,Ruffneck 09,0.651,0.915,0,-5.601,True,0.0503,0.000331,0.000551,0.149,0.368,134.978,4.0,926.0,231.0,3.349056603773585,breakbeat,5
Contigo,201759,False,0,Antonio José,Dulce Balada,0.522,0.648,4,-5.189,True,0.0377,0.254,0.0,0.224,0.214,151.874,4.0,498.0,123.0,0.916010498687664,spanish,18
La Revolución Sexual,274160,False,62,La Casa Azul,La Revolución Sexual,0.686,0.877,0,-5.201,True,0.0373,0.00254,0.000977,0.0791,0.396,117.01,4.0,521.0,129.0,3.349056603773585,spanish,18
Look After Yourself,187333,False,37,Bullseye Release,Look After Yourself,0.716,0.264,1,-8.08,True,0.0494,0.198,0.871,0.123,0.472,89.982,4.0,279.0,68.0,2.36741214057508,study,19
Leave You Far Behind,192640,False,46,Lunatic Calm,Metropol,0.524,0.974,11,-7.205,False,0.0919,7.45e-05,0.144,0.306,0.577,127.972,4.0,408.0,101.0,0.7481162540365985,breakbeat,5
Biltmore Hills,134545,False,12,"Sarah, the Illstrumentalist",Carolina Sound,0.602,0.428,10,-9.876,False,0.0388,0.763,0.907,0.105,0.481,87.996,4.0,195.0,47.0,0.7573891625615764,study,19
Chan Mahiya,210023,False,40,Aamir Khan,Chan Mahiya,0.522,0.661,1,-3.098,False,0.0369,0.466,0.0,0.0802,0.329,80.577,4.0,272.0,67.0,2.36741214057508,indian,11
Cheaters,212789,True,30,AMARIA BB,Cheaters,0.589,0.512,6,-6.153,True,0.268,0.143,0.000659,0.498,0.307,92.233,4.0,322.0,81.0,1.1709531013615733,j-dance,14
Bonzai,228457,False,24,Korsakoff,Stars Up High,0.392,0.942,1,-5.014,True,0.0608,0.00798,0.00282,0.0754,0.115,175.015,4.0,656.0,165.0,2.36741214057508,happy,9
Desde cero (con Melendi),202129,False,62,Beret;Melendi,Prisma,0.495,0.461,2,-8.158,True,0.0496,0.249,0.0,0.126,0.25,113.029,5.0,408.0,101.0,3.70048309178744,spanish,18
Antichrist Superstar,314266,False,52,Marilyn Manson,Antichrist Superstar,0.384,0.833,11,-9.797,False,0.0779,0.000777,0.00489,0.18,0.357,172.015,4.0,893.0,224.0,0.7481162540365985,industrial,12
Revolution,267040,False,22,KMFDM,Nihil,0.56,0.928,1,-2.938,True,0.0391,3.17e-05,0.73,0.193,0.317,115.896,4.0,512.0,128.0,2.36741214057508,industrial,12
The Iron Gate,245706,False,15,I AM,The Iron Gate,0.295,0.962,7,-3.0,True,0.0885,0.000481,0.754,0.534,0.107,150.971,3.0,519.0,173.0,4.067085953878407,black-metal,2
Icon - Shadowfact Remix Radio Edit,164129,False,17,Paul Elstak;Neophyte;Alee,Icon (Radio Edits),0.546,0.751,2,-5.604,False,0.0342,0.148,0.0,0.153,0.14,155.062,4.0,415.0,103.0,3.70048309178744,happy,9
Dawk and Stubborn,170893,False,20,Kyodi;Nervz,Dawk and Stubborn,0.537,0.58,5,-5.179,True,0.306,0.687,0.0,0.169,0.726,68.856,3.0,214.0,70.0,1.2793053545586106,j-dance,14
Satie:Je Te Veux(Arr. for Piano by David Healer) - Piano Lullaby Version,137666,False,10,David Healer,Classical Piano Lullaby for Sleeping & Relaxation,0.782,0.0712,0,-23.379,True,0.0855,0.988,0.882,0.102,0.574,89.966,3.0,204.0,67.0,3.349056603773585,disney,7
